type,latitude,longitude,alt
T,48.4155783333,-4.47983166667,855.2
T,48.415555,-4.47988,859.0
T,48.4155316667,-4.47992666667,862.7
T,48.4155083333,-4.47997333333,866.4
T,48.4154883333,-4.48001833333,870.1
T,48.4154616667,-4.480065,873.7
T,48.4154383333,-4.48011333333,877.5
T,48.4154133333,-4.48016,881.3
T,48.415385,-4.48020666667,885.0
T,48.4153583333,-4.48025166667,888.7
T,48.41538,-4.48017,877.9
T,48.4154016667,-4.480095,867.8
T,48.415425,-4.48001833333,857.5
T,48.4154516667,-4.479945,847.2
T,48.4154783333,-4.47987166667,837.2
T,48.4155066667,-4.4798,827.3
T,48.4155383333,-4.47970666667,818.2
T,48.4155483333,-4.47965666667,814.1
T,48.4155566667,-4.47960833333,810.2
T,48.4155716667,-4.47955833333,806.1
T,48.415595,-4.47950333333,802.0
T,48.4156183333,-4.47945333333,798.3
T,48.4156416667,-4.479405,794.6
T,48.4156633333,-4.47935833333,791.0
T,48.4156866667,-4.47931333333,787.5
T,48.4157083333,-4.47926833333,784.1
T,48.4157333333,-4.479225,780.6
T,48.4157583333,-4.479185,777.1
T,48.4157816667,-4.47914833333,773.9
T,48.415805,-4.47911166667,770.5
T,48.415825,-4.47907666667,767.3
T,48.4158466667,-4.47904,764.1
T,48.41587,-4.47900333333,761.0
T,48.4159066667,-4.47894,754.8
T,48.4159466667,-4.47888166667,748.8
T,48.4159833333,-4.478825,743.0
T,48.41602,-4.47877166667,737.2
T,48.4160583333,-4.47871833333,731.6
T,48.4160966667,-4.47866666667,726.1
T,48.416135,-4.47861333333,720.8
T,48.4161716667,-4.47856333333,715.4
T,48.4162066667,-4.47851166667,709.8
T,48.4162283333,-4.47848666667,707.3
T,48.4162633333,-4.47844,702.3
T,48.416295,-4.47839333333,697.3
T,48.4163266667,-4.47834833333,692.4
T,48.416345,-4.47833,690.4
T,48.416365,-4.47831,688.4
T,48.416385,-4.47829,686.6
T,48.4164066667,-4.47827166667,685.0
T,48.41643,-4.47825333333,683.3
T,48.4164466667,-4.47823833333,681.6
T,48.4164633333,-4.47822166667,679.9
T,48.4165,-4.47817833333,675.4
T,48.4165333333,-4.478135,670.9
T,48.416565,-4.47809333333,666.5
T,48.4165966667,-4.47805166667,662.1
T,48.4166166667,-4.47803666667,660.8
T,48.416635,-4.47802333333,659.5
T,48.4166533333,-4.47800833333,658.3
T,48.4166716667,-4.47799333333,656.9
T,48.4166883333,-4.47798,655.6
T,48.4167066667,-4.477965,654.3
T,48.4167383333,-4.47792833333,650.3
T,48.4167683333,-4.47789333333,646.2
T,48.4167983333,-4.47785666667,642.2
T,48.41683,-4.47781833333,638.4
T,48.416865,-4.47778,634.7
T,48.416885,-4.47776166667,633.2
T,48.4169033333,-4.477745,631.8
T,48.4169533333,-4.477705,627.4
T,48.4169916667,-4.47767,623.6
T,48.4170316667,-4.47763666667,619.7
T,48.41707,-4.477605,615.9
T,48.4171033333,-4.47757166667,612.4
T,48.417135,-4.47753833333,608.9
T,48.4171866667,-4.47744166667,598.6
T,48.417235,-4.47734166667,587.9
T,48.4172866667,-4.477245,577.4
T,48.4173333333,-4.47715,567.0
T,48.4173833333,-4.477055,556.4
T,48.417445,-4.47692666667,542.1
T,48.4175083333,-4.47679833333,527.8
T,48.4175716667,-4.47666833333,513.7
T,48.417605,-4.476595,506.0
T,48.4176416667,-4.47652,497.8
T,48.41768,-4.47644,489.1
T,48.4177183333,-4.47636666667,481.1
T,48.4177483333,-4.47629166667,473.2
T,48.4178083333,-4.47616166667,458.8
T,48.4178633333,-4.47603833333,445.0
T,48.41792,-4.475915,431.1
T,48.4179783333,-4.47579333333,417.2
T,48.4180333333,-4.47567166667,403.6
T,48.418085,-4.47555,390.2
T,48.41814,-4.47543,376.7
T,48.4181966667,-4.47530833333,363.1
T,48.4182566667,-4.47519333333,350.1
T,48.4183116667,-4.47507333333,336.8
T,48.4183683333,-4.474955,323.6
T,48.4184216667,-4.47484166667,310.6
T,48.4184783333,-4.47472666667,296.6
T,48.4185366667,-4.47461,282.9
T,48.4185883333,-4.47449833333,269.9
T,48.4186383333,-4.47438833333,257.4
T,48.41869,-4.47428333333,245.4
T,48.4187333333,-4.47421666667,237.2
T,48.4187633333,-4.47416666667,230.6
T,48.418795,-4.47412166667,224.7
T,48.4188266667,-4.474065,218.2
T,48.4188516667,-4.47402333333,213.2
T,48.4188716667,-4.47398833333,209.0
T,48.4188883333,-4.47395833333,205.2
T,48.4189066667,-4.47393,201.7
T,48.418925,-4.47390333333,198.3
T,48.41894,-4.47387833333,195.0
T,48.41896,-4.47385333333,191.5
T,48.4189783333,-4.47383166667,188.1
T,48.4189966667,-4.473815,185.3
T,48.4190083333,-4.47380333333,182.8
T,48.41902,-4.47379666667,180.8
T,48.41903,-4.47379166667,178.9
T,48.4190416667,-4.47378833333,177.3
T,48.4190533333,-4.47378333333,175.7
T,48.4190633333,-4.47378,174.2
T,48.4190733333,-4.47378166667,173.0
T,48.41908,-4.47378333333,171.8
T,48.4190883333,-4.47378666667,170.8
T,48.4190966667,-4.47379,169.8
T,48.419105,-4.47379333333,168.9
T,48.41911,-4.47379666667,168.0
T,48.419115,-4.47380166667,167.1
T,48.4191183333,-4.47381166667,166.5
T,48.4191183333,-4.47382333333,166.1
T,48.4191166667,-4.47383333333,165.7
T,48.4191183333,-4.473845,165.2
T,48.4191166667,-4.47385666667,164.7
T,48.41912,-4.47386666667,164.0
T,48.4191216667,-4.47387833333,163.3
T,48.4191233333,-4.47389,162.3
T,48.419125,-4.47389833333,161.6
T,48.4191266667,-4.47390833333,161.0
T,48.4191283333,-4.47392,160.2
T,48.4191283333,-4.47393166667,159.5
T,48.4191266667,-4.473945,158.8
T,48.419125,-4.47396,158.1
T,48.4191216667,-4.473975,157.5
T,48.4191233333,-4.47398666667,156.9
T,48.4191266667,-4.474,156.1
T,48.4191283333,-4.47401166667,155.4
T,48.4191283333,-4.474025,154.7
T,48.4191283333,-4.47403833333,154.1
T,48.4191266667,-4.47405,153.5
T,48.4191266667,-4.47406166667,152.8
T,48.419125,-4.47407666667,152.3
T,48.419125,-4.47409,151.6
T,48.4191233333,-4.474105,150.9
T,48.41912,-4.47411666667,150.2
T,48.4191183333,-4.47413,149.5
T,48.4191166667,-4.47414333333,148.8
T,48.419115,-4.47415666667,148.2
T,48.419115,-4.47417166667,147.6
T,48.4191116667,-4.474185,147.0
T,48.4191083333,-4.47419666667,146.3
T,48.4191066667,-4.47421,145.7
T,48.4191033333,-4.47422166667,145.1
T,48.4191,-4.47423333333,144.5
T,48.419095,-4.47424666667,144.0
T,48.41909,-4.47426166667,143.4
T,48.4190866667,-4.47427333333,142.9
T,48.419085,-4.47428666667,142.4
T,48.41908,-4.4743,141.8
T,48.4190783333,-4.47431,141.8
T,48.419075,-4.47432,141.7
T,48.419075,-4.474325,141.7
T,48.4190733333,-4.47433333333,141.6
T,48.41907,-4.47434166667,141.5
T,48.4190683333,-4.47435333333,141.3
T,48.4190666667,-4.47436333333,141.0
T,48.4190616667,-4.47437333333,141.6
T,48.4190566667,-4.47438166667,142.0
T,48.4190516667,-4.47439,141.9
T,48.4190466667,-4.4744,141.9
T,48.4190416667,-4.47441166667,141.9
T,48.419035,-4.47442,142.0
T,48.4190283333,-4.47443,142.0
T,48.419025,-4.47443833333,142.5
T,48.41902,-4.47444833333,142.6
T,48.4190133333,-4.47445666667,142.6
T,48.4190066667,-4.47446333333,142.6
T,48.4189983333,-4.47447166667,142.5
T,48.4189916667,-4.47448,142.5
T,48.4189833333,-4.47448666667,142.6
T,48.4189766667,-4.47449166667,142.5
T,48.4189683333,-4.47449833333,142.5
T,48.41896,-4.47450333333,142.4
T,48.4189533333,-4.47450833333,142.3
T,48.418945,-4.47451333333,142.2
T,48.4189366667,-4.47451833333,142.0
T,48.4189283333,-4.47452166667,141.9
T,48.41892,-4.47452666667,141.8
T,48.4189116667,-4.47453,141.7
T,48.4189016667,-4.47453333333,141.7
T,48.4188933333,-4.47453666667,141.6
T,48.418885,-4.47454,141.6
T,48.4188766667,-4.47454333333,141.5
T,48.4188666667,-4.474545,141.4
T,48.4188583333,-4.47454833333,141.3
T,48.41885,-4.47455,141.3
T,48.4188416667,-4.47455,141.2
T,48.4188316667,-4.47455166667,141.2
T,48.4188233333,-4.47455166667,141.2
T,48.418815,-4.47455166667,141.2
T,48.4188066667,-4.47455166667,141.1
T,48.4187983333,-4.47455166667,141.1
T,48.41879,-4.47455,141.1
T,48.41878,-4.47455,141.0
T,48.4187716667,-4.47454833333,140.9
T,48.4187616667,-4.47454666667,140.8
T,48.4187533333,-4.474545,140.8
T,48.418745,-4.47454333333,140.9
T,48.4187366667,-4.47454333333,140.8
T,48.4187283333,-4.47454166667,140.8
T,48.41872,-4.47454,140.8
T,48.4187116667,-4.47453666667,141.0
T,48.4187033333,-4.474535,141.1
T,48.4186966667,-4.47453333333,141.1
T,48.41869,-4.47453166667,141.2
T,48.4186833333,-4.47453,141.2
T,48.418675,-4.47452833333,141.3
T,48.4186683333,-4.47452666667,141.3
T,48.41866,-4.474525,141.4
T,48.4186516667,-4.47452333333,141.4
T,48.4186433333,-4.47452,141.4
T,48.4186366667,-4.47451833333,141.4
T,48.4186266667,-4.47451666667,141.4
T,48.4186183333,-4.474515,141.4
T,48.41861,-4.474515,141.4
T,48.4186033333,-4.47451333333,141.4
T,48.418595,-4.47451166667,141.5
T,48.4185866667,-4.47451,141.5
T,48.41858,-4.47451,141.5
T,48.4185716667,-4.47450833333,141.5
T,48.4185633333,-4.47450666667,141.5
T,48.4185533333,-4.47450333333,141.5
T,48.418545,-4.47450166667,141.5
T,48.4185366667,-4.4745,141.6
T,48.41853,-4.47449833333,141.6
T,48.4185216667,-4.47449666667,141.6
T,48.4185133333,-4.47449666667,141.6
T,48.4185033333,-4.474495,141.6
T,48.418495,-4.47449333333,141.6
T,48.418485,-4.47449166667,141.6
T,48.418475,-4.47448833333,141.6
T,48.418465,-4.474485,141.7
T,48.4184533333,-4.47448166667,141.8
T,48.4184416667,-4.47447833333,141.8
T,48.4184316667,-4.47447666667,141.7
T,48.41842,-4.474475,141.7
T,48.41841,-4.47447333333,141.8
T,48.4184,-4.47447166667,141.8
T,48.41839,-4.47446833333,141.8
T,48.4183783333,-4.47446666667,141.8
T,48.4183683333,-4.474465,141.8
T,48.4183583333,-4.47446333333,141.7
T,48.4183483333,-4.47446166667,141.7
T,48.4183383333,-4.47446,141.7
T,48.4183283333,-4.47445833333,141.7
T,48.4183183333,-4.47445666667,141.7
T,48.4183066667,-4.474455,141.7
T,48.4182966667,-4.47445333333,141.7
T,48.4182866667,-4.47445,141.7
T,48.4182766667,-4.47445,141.8
T,48.4182666667,-4.47444666667,141.7
T,48.4182583333,-4.474445,141.8
T,48.4182483333,-4.47444333333,141.8
T,48.4182383333,-4.47444166667,141.9
T,48.41823,-4.47444,141.9
T,48.4182216667,-4.47443833333,141.9
T,48.4182116667,-4.47443666667,141.9
T,48.4182033333,-4.474435,142.0
T,48.418195,-4.47443166667,142.0
T,48.418185,-4.47443,142.0
T,48.418175,-4.47443,142.1
T,48.418165,-4.47442833333,142.1
T,48.418155,-4.47442666667,142.1
T,48.4181466667,-4.474425,142.1
T,48.4181366667,-4.47442333333,142.0
T,48.4181266667,-4.47442,142.0
T,48.4181166667,-4.47441833333,142.1
T,48.4181066667,-4.47441666667,142.1
T,48.4180966667,-4.474415,142.2
T,48.4180866667,-4.47441333333,142.2
T,48.4180783333,-4.47441166667,142.2
T,48.4180683333,-4.47441,142.3
T,48.4180583333,-4.47440833333,142.3
T,48.4180483333,-4.474405,142.3
T,48.4180383333,-4.47440333333,142.3
T,48.4180283333,-4.47440166667,142.3
T,48.41802,-4.4744,142.4
T,48.41801,-4.47439833333,142.5
T,48.418,-4.47439666667,142.5
T,48.41799,-4.474395,142.5
T,48.4179816667,-4.47439166667,142.4
T,48.4179716667,-4.47439166667,142.5
T,48.4179616667,-4.47439,142.5
T,48.4179533333,-4.47438833333,142.5
T,48.4179433333,-4.47438666667,142.5
T,48.4179333333,-4.47438333333,142.5
T,48.417925,-4.47438166667,142.5
T,48.417915,-4.47437833333,142.5
T,48.417905,-4.47437666667,142.5
T,48.417895,-4.47437666667,142.4
T,48.4178866667,-4.474375,142.4
T,48.4178766667,-4.47437333333,142.4
T,48.4178666667,-4.47437166667,142.4
T,48.4178583333,-4.47437166667,142.4
T,48.4178483333,-4.47437,142.5
T,48.4178383333,-4.47437,142.5
T,48.4178283333,-4.47436833333,142.5
T,48.41782,-4.47436833333,142.5
T,48.41781,-4.47436833333,142.6
T,48.4178016667,-4.47436833333,142.6
T,48.4177916667,-4.47437,142.7
T,48.4177833333,-4.47437166667,142.7
T,48.417775,-4.474375,142.8
T,48.4177666667,-4.47437666667,142.8
T,48.4177583333,-4.47437833333,142.8
T,48.4177516667,-4.47438,142.8
T,48.417745,-4.47438166667,142.9
T,48.41774,-4.474385,142.7
T,48.417735,-4.47439,142.7
T,48.4177366667,-4.47438833333,142.9
T,48.4177366667,-4.47438833333,142.9
T,48.4177366667,-4.47438833333,142.9
T,48.4177366667,-4.47438833333,142.9
T,48.4177366667,-4.47438833333,142.9
T,48.4177366667,-4.47438833333,142.9
T,48.4177366667,-4.47438833333,142.9
T,48.4177366667,-4.47438833333,142.9
T,48.4177366667,-4.47438833333,142.9
T,48.4177366667,-4.47438833333,142.9
T,48.4177366667,-4.47438833333,142.9
T,48.4177366667,-4.47438833333,142.9
T,48.4177366667,-4.47438833333,142.9
T,48.4177366667,-4.47438833333,142.9
T,48.4177366667,-4.47438833333,142.9
T,48.4177366667,-4.47438833333,142.9
T,48.4177366667,-4.47438833333,142.9
T,48.4177366667,-4.47438833333,142.9
T,48.4177366667,-4.47438833333,142.9
T,48.4177366667,-4.47438833333,142.9
T,48.4177366667,-4.47438833333,142.9
T,48.4177366667,-4.47438833333,142.9
T,48.4177366667,-4.47438833333,142.9
T,48.4177366667,-4.47438833333,142.9
T,48.4177366667,-4.47438833333,142.9
T,48.4177366667,-4.47438833333,142.9
T,48.4177366667,-4.47438833333,142.9
T,48.4177366667,-4.47438833333,142.9
T,48.4177366667,-4.47438833333,142.9
T,48.4177366667,-4.47438833333,142.9
T,48.4177366667,-4.47438833333,142.9
T,48.4177366667,-4.47438833333,142.9
T,48.4177366667,-4.47438833333,142.9
T,48.4177366667,-4.47438833333,142.9
T,48.4177366667,-4.47438833333,142.9
T,48.4177366667,-4.47438833333,142.9
T,48.4177366667,-4.47438833333,142.9
T,48.4177366667,-4.47438833333,142.9
T,48.4177366667,-4.47438833333,142.9
T,48.4177366667,-4.47438833333,142.9
T,48.4177366667,-4.47438833333,142.9
T,48.4177366667,-4.47438833333,142.9
T,48.4177366667,-4.47438833333,142.9
T,48.4177366667,-4.47438833333,142.9
T,48.4177366667,-4.47438833333,142.9
T,48.4177366667,-4.47438833333,142.9
T,48.4177366667,-4.47438833333,142.9
T,48.4177366667,-4.47438833333,142.9
T,48.4177366667,-4.47438833333,142.9
T,48.4177366667,-4.47438833333,142.9
T,48.4177366667,-4.47438833333,142.9
T,48.4177366667,-4.47438833333,142.9
T,48.4177366667,-4.47438833333,142.9
T,48.4177366667,-4.47438833333,142.9
T,48.4177366667,-4.47438833333,142.9
T,48.4177366667,-4.47438833333,142.9
T,48.4177366667,-4.47438833333,142.9
T,48.4177366667,-4.47438833333,142.9
T,48.4177366667,-4.47438833333,142.9
T,48.4177366667,-4.47438833333,142.9
T,48.4177366667,-4.47438833333,142.9
T,48.4177366667,-4.47438833333,142.9
T,48.4177366667,-4.47438833333,142.9
T,48.4177366667,-4.47438833333,142.9
T,48.4177366667,-4.47438833333,142.9
T,48.4177366667,-4.47438833333,142.9
T,48.4177366667,-4.47438833333,142.9
T,48.4177366667,-4.47438833333,142.9
T,48.4177366667,-4.47438833333,142.9
T,48.4177366667,-4.47438833333,142.9
T,48.4177366667,-4.47438833333,142.9
T,48.4177366667,-4.47438833333,142.9
T,48.4177366667,-4.47438833333,142.9
T,48.4177366667,-4.47438833333,142.9
T,48.4177366667,-4.47438833333,142.9
T,48.4177366667,-4.47438833333,142.9
T,48.4177366667,-4.47438833333,142.9
T,48.4177366667,-4.47438833333,142.9
T,48.4177366667,-4.47438833333,142.9
T,48.4177366667,-4.47438833333,142.9
T,48.4177366667,-4.47438833333,142.9
T,48.4177366667,-4.47438833333,142.9
T,48.4177366667,-4.47438833333,142.9
T,48.4177366667,-4.47438833333,142.9
T,48.4177366667,-4.47438833333,142.9
T,48.4177366667,-4.47438833333,142.9
T,48.4177366667,-4.47438833333,142.9
T,48.4177366667,-4.47438833333,142.9
T,48.4177366667,-4.47438833333,142.9
T,48.4177366667,-4.47438833333,142.9
T,48.4177366667,-4.47438833333,142.9
T,48.4177366667,-4.47438833333,142.9
T,48.4177366667,-4.47438833333,142.9
T,48.4177366667,-4.47438833333,142.9
T,48.4177366667,-4.47438833333,142.9
T,48.4177366667,-4.47438833333,142.8
T,48.4177366667,-4.47438833333,142.8
T,48.4177366667,-4.47438833333,142.8
T,48.4177366667,-4.47438833333,142.8
T,48.4177366667,-4.47438833333,142.8
T,48.4177366667,-4.47438833333,142.8
T,48.4177366667,-4.47438833333,142.8
T,48.4177366667,-4.47438833333,142.8
T,48.4177366667,-4.47438833333,142.8
T,48.4177366667,-4.47438833333,142.8
T,48.4177366667,-4.47438833333,142.8
T,48.4177366667,-4.47438833333,142.8
T,48.4177366667,-4.47438833333,142.8
T,48.4177366667,-4.47438833333,142.8
T,48.4177366667,-4.47438833333,142.8
T,48.4177366667,-4.47438833333,142.8
T,48.4177366667,-4.47438833333,142.8
T,48.4177366667,-4.47438833333,142.8
T,48.4177366667,-4.47438833333,142.8
T,48.4177366667,-4.47438833333,142.8
T,48.4177366667,-4.47438833333,142.8
T,48.4177366667,-4.47438833333,142.8
T,48.4177366667,-4.47438833333,142.8
T,48.4177366667,-4.47438833333,142.8
T,48.4177366667,-4.47438833333,142.8
T,48.4177366667,-4.47438833333,142.8
T,48.4177366667,-4.47438833333,142.8
T,48.4177366667,-4.47438833333,142.8
T,48.4177366667,-4.47438833333,142.8
T,48.4177366667,-4.47438833333,142.8
T,48.4177366667,-4.47438833333,142.8
T,48.4177366667,-4.47438833333,142.8
T,48.4177366667,-4.47438833333,142.8
T,48.4177366667,-4.47438833333,142.8
T,48.4177366667,-4.47438833333,142.8
T,48.4177366667,-4.47438833333,142.8
T,48.4177366667,-4.47438833333,142.8
T,48.4177366667,-4.47438833333,142.8
T,48.4177366667,-4.47438833333,142.8
T,48.4177366667,-4.47438833333,142.8
T,48.4177366667,-4.47438833333,142.8
T,48.4177366667,-4.47438833333,142.8
T,48.4177366667,-4.47438833333,142.8
T,48.4177366667,-4.47438833333,142.8
T,48.4177366667,-4.47438833333,142.9
T,48.4177366667,-4.47438833333,142.9
T,48.4177366667,-4.47438833333,142.9
T,48.4177366667,-4.47438833333,142.9
T,48.4177366667,-4.47438833333,142.9
T,48.4177366667,-4.47438833333,142.9
T,48.4177366667,-4.47438833333,142.9
T,48.4177366667,-4.47438833333,142.9
T,48.4177366667,-4.47438833333,142.9
T,48.4177366667,-4.47438833333,142.9
T,48.4177366667,-4.47438833333,142.9
T,48.4177366667,-4.47438833333,142.9
T,48.4177366667,-4.47438833333,142.9
T,48.4177366667,-4.47438833333,142.9
T,48.4177366667,-4.47438833333,142.9
T,48.4177366667,-4.47438833333,142.9
T,48.4177366667,-4.47438833333,142.9
T,48.4177366667,-4.47438833333,142.9
T,48.4177366667,-4.47438833333,142.9
T,48.4177366667,-4.47438833333,142.8
