type,latitude,longitude,alt
T,48.4181883333,-4.473875,140.3
T,48.4181783333,-4.47388333333,140.4
T,48.4181683333,-4.47389,140.6
T,48.41816,-4.47389666667,140.8
T,48.4181516667,-4.47390666667,141.0
T,48.4181433333,-4.473915,141.1
T,48.418135,-4.47392333333,141.2
T,48.4181266667,-4.47393333333,141.4
T,48.4181166667,-4.47394166667,141.6
T,48.4181083333,-4.47395166667,141.8
T,48.4181,-4.47396166667,141.9
T,48.4180916667,-4.47397333333,142.0
T,48.4180816667,-4.47398166667,142.1
T,48.4180733333,-4.47399166667,142.2
T,48.4180633333,-4.47400333333,142.4
T,48.418055,-4.47401333333,142.6
T,48.4180466667,-4.474025,142.7
T,48.41804,-4.47403666667,142.8
T,48.4180316667,-4.47404833333,142.8
T,48.4180233333,-4.47405833333,143.0
T,48.418015,-4.47407,143.0
T,48.4180066667,-4.47408,143.0
T,48.4179983333,-4.47409166667,143.1
T,48.4179916667,-4.47410166667,143.2
T,48.4179833333,-4.47411166667,143.2
T,48.417975,-4.47412333333,143.2
T,48.417965,-4.47413333333,143.3
T,48.417955,-4.474145,143.5
T,48.4179483333,-4.47415666667,143.4
T,48.41794,-4.47416666667,143.2
T,48.4179316667,-4.47417666667,143.1
T,48.4179233333,-4.47418666667,143.1
T,48.417915,-4.474195,143.0
T,48.4179083333,-4.47420333333,142.8
T,48.4179,-4.47421166667,142.7
T,48.41789,-4.47422166667,142.6
T,48.4178816667,-4.47423,142.5
T,48.4178716667,-4.47424,142.4
T,48.4178633333,-4.47425,142.5
T,48.4178566667,-4.47426,142.4
T,48.4178483333,-4.47427,142.5
T,48.41784,-4.47428,142.6
T,48.4178333333,-4.47428833333,142.7
T,48.417825,-4.47429666667,142.7
T,48.41782,-4.47430666667,142.6
T,48.417815,-4.47431833333,142.5
T,48.4178083333,-4.47433,142.5
T,48.4178016667,-4.47434166667,142.6
T,48.417795,-4.47435166667,142.5
T,48.41779,-4.47436333333,142.5
T,48.4177866667,-4.47437333333,142.4
T,48.41778,-4.47438,142.3
T,48.417775,-4.47438833333,142.3
T,48.41777,-4.474395,142.5
T,48.4177683333,-4.47439833333,142.2
T,48.4177666667,-4.47440166667,142.1
T,48.4177633333,-4.474405,142.2
T,48.4177616667,-4.47440833333,142.1
T,48.41776,-4.47441166667,142.0
T,48.41776,-4.47441166667,142.2
T,48.41776,-4.47441166667,142.2
T,48.41776,-4.47441166667,142.2
T,48.41776,-4.47441166667,142.2
T,48.41776,-4.47441166667,142.2
T,48.41776,-4.47441166667,142.2
T,48.41776,-4.47441,142.2
T,48.41776,-4.47441,142.2
T,48.41776,-4.47441,142.2
T,48.41776,-4.47441,142.2
T,48.41776,-4.47441,142.2
T,48.41776,-4.47441,142.2
T,48.41776,-4.47441,142.2
T,48.41776,-4.47441,142.2
T,48.41776,-4.47441,142.2
T,48.41776,-4.47441,142.2
T,48.41776,-4.47441,142.2
T,48.41776,-4.47441,142.2
T,48.41776,-4.47441,142.2
T,48.41776,-4.47441,142.2
T,48.41776,-4.47441,142.2
T,48.4177616667,-4.47441,142.2
T,48.417765,-4.47441,142.3
T,48.4177683333,-4.47440666667,142.2
T,48.4177683333,-4.47440166667,142.2
T,48.41777,-4.47439833333,142.3
T,48.41777,-4.47439833333,142.2
T,48.41777,-4.4744,142.2
T,48.41777,-4.4744,142.2
T,48.41777,-4.4744,142.2
T,48.41777,-4.4744,142.2
